UNIVERSITAS;PROGRAM STUDI;JENJANG;KEKETATAN;DAYA TAMPUNG 2024;PEMINAT;RATA-RATA;Column1
UNIVERSITAS RIAU;PEMANFAATAN SUMBERDAYA PERIKANAN;S1;38,63636364;34;88;623.34;FALSE
UNIVERSITAS RIAU;PEND BAHASA JEPANG;S1;36,36363636;40;110;682.78;FALSE
UNIVERSITAS RIAU;PEND BAHASA, SASTRA INDONEIA & DAERAH;S1;9,561752988;48;502;625.08;FALSE
UNIVERSITAS RIAU;PEND BHS INGGRIS;S1;9,640831758;51;529;644.67;FALSE
UNIVERSITAS RIAU;PEND BIOLOGI;S1;10,06289308;32;318;698.01;FALSE
UNIVERSITAS RIAU;PEND DOKTER;S1;2,894056848;56;1935;676.57;FALSE
UNIVERSITAS RIAU;PEND EKONOMI;S1;21,03004292;49;233;627.85;FALSE
UNIVERSITAS RIAU;PEND FISIKA;S1;37,5;33;88;602.6;FALSE
UNIVERSITAS RIAU;PEND JASMANI KESEHATAN & REKREASI;S1;23,91304348;33;138;695.69;FALSE
UNIVERSITAS RIAU;PEND KEPELATIHAN OLAHRAGA;S1;37,23404255;35;94;648.76;FALSE
UNIVERSITAS RIAU;PEND KIMIA;S1;40,50632911;32;79;645.02;FALSE
UNIVERSITAS RIAU;PEND LUAR SEKOLAH;S1;51,47058824;35;68;677.16;FALSE
UNIVERSITAS RIAU;PEND MATEMATIKA;S1;15,82278481;50;316;635.29;FALSE
UNIVERSITAS RIAU;PEND PANCASILA & KEWARGANEGARAAN (PPKN);S1;10,70234114;32;299;637.91;FALSE
UNIVERSITAS RIAU;PEND SEJARAH;S1;13,2;33;250;634.83;FALSE
UNIVERSITAS RIAU;PERPAJAKAN;D3;23,80952381;55;231;694.28;FALSE
UNIVERSITAS RIAU;PGSD;S1;3,663793103;51;1392;630.06;FALSE
UNIVERSITAS RIAU;PROTEKSI TANAMAN;S1;#VALUE!;28;(Prodi Baru);601.89;FALSE
UNIVERSITAS RIAU;SISTEM INFORMASI;S1;5,64159292;51;904;608.62;FALSE
UNIVERSITAS RIAU;SOSIAL EKONOMI PERIKANAN;S1;32,11009174;35;109;625.12;FALSE
UNIVERSITAS RIAU;SOSIAL EKONOMI PERTANIAN (AGRIBISNIS);S1;8,688245315;51;587;644.23;FALSE
UNIVERSITAS RIAU;SOSIOLOGI;S1;18,76606684;73;389;648.92;FALSE
UNIVERSITAS RIAU;STATISTIKA;S1;15,72052402;36;229;615.65;FALSE
UNIVERSITAS RIAU;TEKNIK ARSITEK;S1;8,823529412;33;374;651,34;TRUE
UNIVERSITAS RIAU;TEKNIK ELEKTRO;D3;78,94736842;30;38;#REF!;FALSE
UNIVERSITAS RIAU;TEKNIK ELEKTRO;S1;9,907834101;43;434;554.15;FALSE
UNIVERSITAS RIAU;TEKNIK INFORMATIKA;S1;1,921956902;33;1717;601.04;FALSE
UNIVERSITAS RIAU;TEKNIK KIMIA;D3;78,43137255;40;51;602.64;FALSE
UNIVERSITAS RIAU;TEKNIK KIMIA;S1;8,148148148;33;405;601.32;FALSE
UNIVERSITAS RIAU;TEKNIK LINGKUNGAN;S1;5,663716814;32;565;632.68;FALSE
UNIVERSITAS RIAU;TEKNIK MESIN;D3;44,44444444;28;63;#REF!;FALSE
UNIVERSITAS RIAU;TEKNIK MESIN;S1;7,722772277;39;505;563.96;FALSE
UNIVERSITAS RIAU;TEKNIK SIPIL;D3;57,89473684;44;76;551.41;FALSE
UNIVERSITAS RIAU;TEKNIK SIPIL;S1;6,396866841;49;766;551,96;TRUE
UNIVERSITAS RIAU;TEKNOLOGI HASIL PERIKANAN;S1;44;55;125;644.64;FALSE
UNIVERSITAS RIAU;TEKNOLOGI HASIL PERTANIAN;S1;15;36;240;698.49;FALSE
UNIVERSITAS RIAU;TEKNOLOGI INDUSTRI PERTANIAN;S1;9,577464789;34;355;676.57;FALSE
UNIVERSITAS RIAU;TEKNOLOGI PULP DAN KERTAS;D3;14,04494382;25;178;627.85;FALSE
UNIVERSITAS SAM RATULANGI;AGRIBISNIS;S1;101,1235955;90;89;602.6;FALSE
UNIVERSITAS SAM RATULANGI;AGROBISNIS PERIKANAN;S1;437,5;35;8;520.12;FALSE
UNIVERSITAS SAM RATULANGI;AGROEKOTEKNOLOGI;S1;214,2857143;30;14;573.84;FALSE
UNIVERSITAS SAM RATULANGI;AGRONOMI;S1;250;30;12;507.55;FALSE
UNIVERSITAS SAM RATULANGI;AKUNTANSI;S1;44,7761194;150;335;694.08;FALSE
UNIVERSITAS SAM RATULANGI;ANTROPOLOGI SOSIAL;S1;208,3333333;25;12;553.77;FALSE
UNIVERSITAS SAM RATULANGI;ARSITEKTUR;S1;63,15789474;60;95;667.02;FALSE
UNIVERSITAS SAM RATULANGI;BIOLOGI;S1;165,5172414;48;29;537.37;FALSE
UNIVERSITAS SAM RATULANGI;BUDIDAYA PERAIRAN;S1;428,5714286;30;7;520.73;FALSE
UNIVERSITAS SAM RATULANGI;EKONOMI PEMBANGNAN;S1;137,6811594;95;69;614.56;FALSE
UNIVERSITAS SAM RATULANGI;FARMASI;S1;10,03184713;63;628;717.73;FALSE
UNIVERSITAS SAM RATULANGI;FISIKA;S1;950;38;4;519.04;FALSE
UNIVERSITAS SAM RATULANGI;ILMU ADMINISTRASI BISNIS;S1;19,36619718;55;284;681.3;FALSE
UNIVERSITAS SAM RATULANGI;ILMU ADMINISTRASI NEGARA;S1;44;55;125;661.42;FALSE
UNIVERSITAS SAM RATULANGI;ILMU HUKUM;S1;71,3298791;413;579;711.82;FALSE
UNIVERSITAS SAM RATULANGI;ILMU KELAUTAN;S1;295,6521739;68;23;576.38;FALSE
UNIVERSITAS SAM RATULANGI;ILMU KEPERAWATAN;S1;14,1509434;75;530;700.4;FALSE
UNIVERSITAS SAM RATULANGI;ILMU KESEHATAN MASYARAKAT;S1;27,05882353;138;510;701.51;FALSE
UNIVERSITAS SAM RATULANGI;ILMU KOMUNIKASI;S1;30,38674033;55;181;686.12;FALSE
UNIVERSITAS SAM RATULANGI;ILMU PEMERINTAHAN;S1;50,92592593;55;108;658.35;FALSE
UNIVERSITAS SAM RATULANGI;ILMU PERPUSTAKAAN;S1;227,2727273;25;11;534.78;FALSE
UNIVERSITAS SAM RATULANGI;ILMU POLITIK;S1;67,85714286;38;56;607.01;FALSE
UNIVERSITAS SAM RATULANGI;ILMU SEJARAH;S1;416,6666667;25;6;517.81;FALSE
UNIVERSITAS SAM RATULANGI;ILMU TANAH;S1;428,5714286;30;7;533.07;FALSE
UNIVERSITAS SAM RATULANGI;INFORMATIKA;S1;14,77732794;73;494;702.88;FALSE
UNIVERSITAS SAM RATULANGI;KEHUTANAN;S1;137,9310345;40;29;597.46;FALSE
UNIVERSITAS SAM RATULANGI;KIMIA;S1;166,6666667;40;24;559.3;FALSE
UNIVERSITAS SAM RATULANGI;MANAJEMEN;S1;27,100271;200;738;718.41;FALSE
UNIVERSITAS SAM RATULANGI;MANAJEMEN SUMBERDAYA PERAIRAN;S1;208,3333333;25;12;528.63;FALSE
UNIVERSITAS SAM RATULANGI;MATEMATIKA;S1;315,7894737;60;19;571.73;FALSE
UNIVERSITAS SAM RATULANGI;PEMANFAATAN SUMBERDAYA PERIKANAN;S1;333,3333333;20;6;564,34;TRUE
UNIVERSITAS SAM RATULANGI;PENDIDIKAN DOKTER;S1;6,891798759;100;1451;646.02;FALSE
UNIVERSITAS SAM RATULANGI;PENDIDIKAN DOKTER GIGI;S1;6,578947368;25;380;595.67;FALSE
UNIVERSITAS SAM RATULANGI;PERENCANAAN WILAYAH DAN KOTA;S1;73,41772152;58;79;614.8;FALSE
UNIVERSITAS SAM RATULANGI;PETERNAKAN;S1;340,9090909;75;22;609.33;FALSE
UNIVERSITAS SAM RATULANGI;PROTEKSI TANAMAN;S1;750;30;4;500.01;FALSE
UNIVERSITAS SAM RATULANGI;SASTRA INDONESIA;S1;214,2857143;30;14;547.25;FALSE
UNIVERSITAS SAM RATULANGI;SASTRA INGGRIS;S1;78,94736842;60;76;655.5;FALSE
UNIVERSITAS SAM RATULANGI;SASTRA JERMAN;S1;1150;23;2;534.07;FALSE
UNIVERSITAS SAM RATULANGI;SISTEM INFORMASI;S1;34,31952663;58;169;661.99;FALSE
UNIVERSITAS SAM RATULANGI;SOSIOLOGI;S1;237,5;38;16;562.84;FALSE
UNIVERSITAS SAM RATULANGI;TEKNIK ELEKTRO;S1;65,16853933;58;89;612.26;FALSE
UNIVERSITAS SAM RATULANGI;TEKNIK INDUSTRI;S1;#VALUE!;25;–;588,39;TRUE
UNIVERSITAS SAM RATULANGI;TEKNIK LINGKUNGAN;S1;62,26415094;33;53;586.36;FALSE
UNIVERSITAS SAM RATULANGI;TEKNIK MESIN;S1;58,90410959;43;73;611.89;FALSE
UNIVERSITAS SAM RATULANGI;TEKNIK PERTANIAN;S1;98,14814815;53;54;605.42;FALSE
UNIVERSITAS SAM RATULANGI;TEKNIK SIPIL;S1;26,26582278;83;316;686.34;FALSE
UNIVERSITAS SAM RATULANGI;TEKNOLOGI HASIL PERIKANAN;S1;375;30;8;507.75;FALSE
UNIVERSITAS SAM RATULANGI;TEKNOLOGI PANGAN;S1;93,75;30;32;583.13;FALSE
UNIVERSITAS SAMUDRA;AGRIBISNIS;S1;39,21568627;60;153;646.49;FALSE
UNIVERSITAS SAMUDRA;AGROTEKNOLOGI;S1;60,75949367;48;79;605.45;FALSE
UNIVERSITAS SAMUDRA;AKUAKULTUR;S1;100;24;24;560.64;FALSE
UNIVERSITAS SAMUDRA;AKUNTANSI;S1;40;48;120;637.53;FALSE
UNIVERSITAS SAMUDRA;BIOLOGI;S1;50;12;24;555.99;FALSE
UNIVERSITAS SAMUDRA;EKONOMI MANAJEMEN;S1;30,47619048;96;315;648.27;FALSE
UNIVERSITAS SAMUDRA;EKONOMI PEMBANGUNAN;S1;38,55421687;32;83;580.53;FALSE
UNIVERSITAS SAMUDRA;FISIKA;S1;120;12;10;552.71;FALSE
UNIVERSITAS SAMUDRA;GEOFISIKA;S1;#VALUE!;24;(Prodi Baru);556,98;TRUE
UNIVERSITAS SAMUDRA;HUKUM;S1;49,74093264;96;193;646.76;FALSE
UNIVERSITAS SAMUDRA;INFORMATIKA;S1;22,57053292;72;319;647.62;FALSE
UNIVERSITAS SAMUDRA;KIMIA;S1;80;12;15;557.92;FALSE
UNIVERSITAS SAMUDRA;MATEMATIKA;S1;150;12;8;554.28;FALSE
UNIVERSITAS SAMUDRA;PENDIDIKAN BAHASA INDONESIA;S1;41,02564103;48;117;633.3;FALSE
UNIVERSITAS SAMUDRA;PENDIDIKAN BAHASA INGGRIS;S1;50,79365079;32;63;589.24;FALSE
UNIVERSITAS SAMUDRA;PENDIDIKAN BIOLOGI;S1;94,73684211;36;38;568.94;FALSE
UNIVERSITAS SAMUDRA;PENDIDIKAN FISIKA;S1;133,3333333;12;9;567.05;FALSE
UNIVERSITAS SAMUDRA;PENDIDIKAN GEOGRAFI;S1;97,95918367;48;49;591.6;FALSE
UNIVERSITAS SAMUDRA;PENDIDIKAN GURU SEKOLAH DASAR;S1;28,63741339;124;433;648.68;FALSE
UNIVERSITAS SAMUDRA;PENDIDIKAN JASMANI;S1;80;48;60;578.98;FALSE
UNIVERSITAS SAMUDRA;PENDIDIKAN KIMIA;S1;92,30769231;12;13;567.02;FALSE
UNIVERSITAS SAMUDRA;PENDIDIKAN MATEMATIKA;S1;36,36363636;12;33;568.41;FALSE
UNIVERSITAS SAMUDRA;PENDIDIKAN SEJARAH;S1;47,76119403;32;67;615.57;FALSE
UNIVERSITAS SAMUDRA;TEKNIK INDUSTRI;S1;45,71428571;48;105;621.45;FALSE
UNIVERSITAS SAMUDRA;TEKNIK MESIN;S1;64,28571429;36;56;587.01;FALSE
UNIVERSITAS SAMUDRA;TEKNIK SIPIL;S1;51,06382979;48;94;589.92;FALSE
UNIVERSITAS SEBELAS MARET;AGRIBISNIS;D3;25,88235294;44;170;615.65;FALSE
UNIVERSITAS SEBELAS MARET;AGRIBISNIS;S1;7,320261438;56;765;618,34;TRUE
UNIVERSITAS SEBELAS MARET;AGROTEKNOLOGI / AGROEKOTEKNOLOGI;S1;8,513513514;63;740;613.36;FALSE
UNIVERSITAS SEBELAS MARET;AKUNTANSI;D3;11,33603239;28;247;670.49;FALSE
UNIVERSITAS SEBELAS MARET;AKUNTANSI;S1;3,785488959;60;1585;670.49;FALSE
UNIVERSITAS SEBELAS MARET;ARSITEKTUR;S1;4,069767442;35;860;635.3;FALSE
UNIVERSITAS SEBELAS MARET;BAHASA INGGRIS;D3;20,38834951;21;103;627.78;FALSE
UNIVERSITAS SEBELAS MARET;BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK;S1;18,49315068;27;146;640.81;FALSE
UNIVERSITAS SEBELAS MARET;BIMBINGAN DAN KONSELING;S1;3,916768666;32;817;820.58;FALSE
UNIVERSITAS SEBELAS MARET;BIOLOGI;S1;14,88372093;32;215;625.56;FALSE
UNIVERSITAS SEBELAS MARET;BISNIS DIGITAL;S1;1,376344086;32;2325;830.04;FALSE
UNIVERSITAS SEBELAS MARET;BUDI DAYA TERNAK;D3;16,98113208;18;106;622.8;FALSE
UNIVERSITAS SEBELAS MARET;DEMOGRAFI DAN PENCATATAN SIPIL;D4;9,314586995;53;569;705.39;FALSE
UNIVERSITAS SEBELAS MARET;DESAIN INTERIOR;S1;10,85271318;28;258;677.04;FALSE
UNIVERSITAS SEBELAS MARET;DESAIN KOMUNIKASI VISUAL;D3;17,1875;22;128;627.86;FALSE
UNIVERSITAS SEBELAS MARET;DESAIN KOMUNIKASI VISUAL;S1;6,294536817;53;842;628,96;TRUE
UNIVERSITAS SEBELAS MARET;EKONOMI PEMBANGUNAN;S1;8,29015544;64;772;812.36;FALSE
UNIVERSITAS SEBELAS MARET;FARMASI;D3;6,56167979;25;381;647.24;FALSE
UNIVERSITAS SEBELAS MARET;FARMASI;S1;1,80878553;28;1548;647.24;FALSE
UNIVERSITAS SEBELAS MARET;FISIKA;S1;21,42857143;33;154;615.57;FALSE
UNIVERSITAS SEBELAS MARET;HUBUNGAN INTERNASIONAL;S1;4,341085271;28;645;778.91;FALSE
UNIVERSITAS SEBELAS MARET;ILMU ADMINISTRASI NEGARA;S1;4,958677686;48;968;824.35;FALSE
UNIVERSITAS SEBELAS MARET;ILMU DAN TEKNOLOGI PANGAN;S1;4,540540541;42;925;628.75;FALSE
UNIVERSITAS SEBELAS MARET;ILMU HUKUM;S1;7,386563489;210;2843;842.46;FALSE
UNIVERSITAS SEBELAS MARET;ILMU KOMUNIKASI;S1;2,358722359;48;2035;842.08;FALSE
UNIVERSITAS SEBELAS MARET;ILMU LINGKUNGAN;S1;5,223880597;28;536;604.91;FALSE
UNIVERSITAS SEBELAS MARET;ILMU SEJARAH;S1;9,316770186;30;322;689.84;FALSE
UNIVERSITAS SEBELAS MARET;ILMU TANAH;S1;10,72261072;46;429;613.79;FALSE
UNIVERSITAS SEBELAS MARET;INFORMATIKA;S1;2,306353351;53;2298;659.53;FALSE
UNIVERSITAS SEBELAS MARET;KEBIDANAN;D3;9,46969697;25;264;726.83;FALSE
UNIVERSITAS SEBELAS MARET;KEBIDANAN;S1;3,671328671;21;572;726.83;FALSE
UNIVERSITAS SEBELAS MARET;KEDOKTERAN;S1;2,168403267;77;3551;842.8;FALSE
UNIVERSITAS SEBELAS MARET;KEPERAWATAN ANESTESIOLOGI;D4;#VALUE!;22;(Prodi Baru);726,88;TRUE
UNIVERSITAS SEBELAS MARET;KESELAMATAN DAN KESEHATAN KERJA;D4;3,278688525;42;1281;816.14;FALSE
UNIVERSITAS SEBELAS MARET;KIMIA;S1;18,3908046;32;174;631.44;FALSE
UNIVERSITAS SEBELAS MARET;KOMUNIKASI TERAPAN;D3;18,46689895;53;287;659.07;FALSE
UNIVERSITAS SEBELAS MARET;KRIYA SENI (DESAIN TEKSTIL);S1;58,33333333;21;36;633.05;FALSE
UNIVERSITAS SEBELAS MARET;MANAJEMEN;S1;2,849002849;70;2457;848.0;FALSE
UNIVERSITAS SEBELAS MARET;MANAJEMEN ADMINISTRASI;D3;6,987951807;29;415;700.34;FALSE
UNIVERSITAS SEBELAS MARET;MANAJEMEN BISNIS;D3;5,37428023;28;521;751.05;FALSE
UNIVERSITAS SEBELAS MARET;MANAJEMEN PERDAGANGAN;D3;26,92307692;28;104;635.4;FALSE
UNIVERSITAS SEBELAS MARET;MATEMATIKA;S1;12,12121212;32;264;631.23;FALSE
UNIVERSITAS SEBELAS MARET;PEND BAHASA, SASTRA INDONESIA & DAERAH;S1;6,395348837;33;516;771.66;FALSE
UNIVERSITAS SEBELAS MARET;PEND GURU PEND ANAK USIA DINI (PG-PAUD);S1;9,666666667;29;300;686.14;FALSE
UNIVERSITAS SEBELAS MARET;PEND GURU SEKOLAH DASAR (PGSD) KEBUMEN;S1;8,333333333;42;504;753.84;FALSE
UNIVERSITAS SEBELAS MARET;PEND GURU SEKOLAH DASAR (PGSD) SURAKARTA;S1;4,874651811;70;1436;836.47;FALSE
UNIVERSITAS SEBELAS MARET;PEND PANCASILA & KEWARGANEGARAAN (PPKN);S1;8,641975309;28;324;719.96;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN ADMINISTRASI PERKANTORAN;S1;7,191011236;32;445;795.96;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN AKUNTANSI;S1;13,38912134;32;239;684.13;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN BAHASA INGGRIS;S1;5,28109029;31;587;772.16;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN BAHASA JAWA;S1;9,148264984;29;317;715.22;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN BIOLOGI;S1;10,69364162;37;346;609.22;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN EKONOMI;S1;14,18918919;42;296;701.14;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN FISIKA;S1;24,61538462;32;130;603.93;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN GEOGRAFI;S1;12,8;32;250;683.21;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN IPA;S1;16,09195402;28;174;596.62;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN JASMANI, KESEHATAN & REKREASI;S1;8,148148148;44;540;748.23;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN KEPELATIHAN OLAHRAGA;S1;13,19796954;52;394;690.76;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN KIMIA;S1;28,34645669;36;127;612.71;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN LUAR BIASA (PENDIDIKAN KHUSUS);S1;13,02816901;37;284;673.69;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN MATEMATIKA;S1;8,398950131;32;381;633.16;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN SEJARAH;S1;10,81081081;28;259;725.95;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN SENI RUPA;S1;25,45454545;28;110;650.0;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN SOSIOLOGI ANTROPOLOGI;S1;10,37037037;28;270;707.08;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN TEKNIK BANGUNAN;S1;18,01242236;29;161;655.29;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER;S1;5,426356589;28;516;750.88;FALSE
UNIVERSITAS SEBELAS MARET;PENDIDIKAN TEKNIK MESIN;S1;20,38216561;32;157;651.61;FALSE
UNIVERSITAS SEBELAS MARET;PENGELOLAAN HUTAN;S1;7,02811245;35;498;730.18;FALSE
UNIVERSITAS SEBELAS MARET;PENYULUHAN DAN KOMUNIKASI PERTANIAN;S1;10,9375;42;384;596.1;FALSE
UNIVERSITAS SEBELAS MARET;PERENCANAAN WILAYAH DAN KOTA (PWK);S1;3,768506057;28;743;633.35;FALSE
UNIVERSITAS SEBELAS MARET;PERPAJAKAN;D3;6,496519722;28;431;721.11;FALSE
UNIVERSITAS SEBELAS MARET;PERPUSTAKAAN;D3;11,91489362;28;235;657.44;FALSE
UNIVERSITAS SEBELAS MARET;PETERNAKAN;S1;10,48689139;84;801;770.03;FALSE
UNIVERSITAS SEBELAS MARET;PSIKOLOGI;S1;2,836658354;91;3208;652.26;FALSE
UNIVERSITAS SEBELAS MARET;SAINS DATA;S1;4,128440367;18;436;667.11;FALSE
UNIVERSITAS SEBELAS MARET;SASTRA ARAB;S1;8,310249307;30;361;684.16;FALSE
UNIVERSITAS SEBELAS MARET;SASTRA DAERAH UNTUK SASTRA JAWA;S1;15,70680628;30;191;650.8;FALSE
UNIVERSITAS SEBELAS MARET;SASTRA INDONESIA;S1;8,064516129;30;372;728.05;FALSE
UNIVERSITAS SEBELAS MARET;SASTRA INGGRIS;S1;4,213483146;30;712;796.91;FALSE
UNIVERSITAS SEBELAS MARET;SENI RUPA MURNI (LUKIS, GRFS, PTNG, KRMIK);S1;27,5;22;80;631.37;FALSE
UNIVERSITAS SEBELAS MARET;SOSIOLOGI;S1;9,210526316;49;532;779.35;FALSE
UNIVERSITAS SEBELAS MARET;STATISTIKA;S1;4,864864865;27;555;645.49;FALSE
UNIVERSITAS SEBELAS MARET;TEKNIK ELEKTRO;S1;5,363984674;28;522;627.95;FALSE
UNIVERSITAS SEBELAS MARET;TEKNIK INDUSTRI;S1;3,996524761;46;1151;645.64;FALSE
UNIVERSITAS SEBELAS MARET;TEKNIK INFORMATIKA;D3;5,254515599;32;609;752.05;FALSE
UNIVERSITAS SEBELAS MARET;TEKNIK KIMIA;D3;57,14285714;16;28;642.97;FALSE
UNIVERSITAS SEBELAS MARET;TEKNIK KIMIA;S1;10,07194245;42;417;642.97;FALSE
UNIVERSITAS SEBELAS MARET;TEKNIK MESIN;S1;6,354916067;53;834;635.07;FALSE
UNIVERSITAS SEBELAS MARET;TEKNIK SIPIL;D3;15,27777778;33;216;647.11;FALSE
UNIVERSITAS SEBELAS MARET;TEKNIK SIPIL;S1;4,642593957;63;1357;647.11;FALSE
UNIVERSITAS SEBELAS MARET;TEKNOLOGI HASIL PERTANIAN;D3;22,76422764;28;123;640.37;FALSE
UNIVERSITAS SEBELAS MARET;TEKNOLOGI PENDIDIKAN;S1;10,48689139;28;267;648.38;FALSE
UNIVERSITAS SEBELAS MARET;USAHA PERJALANAN WISATA;D3;12,06896552;28;232;681.63;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;KEPERAWATAN;D3;15,42288557;31;201;#REF!;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;ADMINISTRASI PUBLIK;S1;120;54;45;484.02;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;AGRIBISNIS;S1;258,3333333;31;12;496.91;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;AGROTEKNOLOGI;S1;228,5714286;16;7;496.76;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;AKUNTANSI;S1;110,2040816;54;49;496,76;TRUE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;EKONOMI PEMBANGUNAN;S1;400;36;9;491.58;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;FARMASI;S1;41,22807018;47;114;485,29;TRUE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;HUKUM;S1;188,372093;81;43;491,58;TRUE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;ILMU KELAUTAN;S1;1600;16;1;491.58;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;ILMU KOMPUTER;S1;80,59701493;54;67;486.53;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;ILMU PERIKANAN;S1;320;16;5;485.66;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;KIMIA;S1;#VALUE!;16;–;491.91;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;MANAJEMEN;S1;50,46728972;54;107;499.13;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;MATEMATIKA;S1;266,6666667;16;6;491.55;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;PENDIDIKAN BAHASA INDONESIA;S1;163,6363636;36;22;484.09;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;PENDIDIKAN BAHASA INGGRIS;S1;270;54;20;496.95;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;PENDIDIKAN BIOLOGI;S1;147,6190476;31;21;496.74;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;PENDIDIKAN FISIKA;S1;320;16;5;485.28;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;PENDIDIKAN GEOGRAFI;S1;171,4285714;36;21;491.59;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;PENDIDIKAN JASMANI;S1;288,2352941;49;17;486.53;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;PENDIDIKAN KIMIA;S1;320;16;5;499.14;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;PENDIDIKAN MATEMATIKA;S1;310;31;10;484.27;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN;S1;72;36;50;481.92;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;PETERNAKAN;S1;533,3333333;16;3;481.79;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;SISTEM INFORMASI;S1;86,30136986;63;73;495.21;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;TEKNIK MESIN;S1;733,3333333;22;3;485.29;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;TEKNIK PERKAPALAN;S1;2200;22;1;491.58;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;TEKNIK PERTAMBANGAN;S1;52,94117647;54;102;481.75;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;TEKNIK SIPIL;S1;113,8888889;41;36;495.22;FALSE
UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA;TEKNOLOGI HASIL PERTANIAN;S1;133,3333333;16;12;471.58;FALSE
UNIVERSITAS SILIWANGI;AGRIBISNIS;S1;19,27480916;101;524;623.61;FALSE
UNIVERSITAS SILIWANGI;AGROTEKNOLOGI;S1;22,76657061;79;347;574.76;FALSE
UNIVERSITAS SILIWANGI;AKUNTANSI;S1;19,40463065;176;907;643.06;FALSE
UNIVERSITAS SILIWANGI;EKONOMI PEMBANGUNAN;S1;23,98316971;171;713;631.25;FALSE
UNIVERSITAS SILIWANGI;EKONOMI SYARIAH;S1;26,08695652;120;460;607.88;FALSE
UNIVERSITAS SILIWANGI;GIZI;S1;11,2033195;81;723;635.42;FALSE
UNIVERSITAS SILIWANGI;ILMU POLITIK;S1;28,76712329;126;438;614.72;FALSE
UNIVERSITAS SILIWANGI;INFORMATIKA;S1;11,59874608;111;957;637.25;FALSE
UNIVERSITAS SILIWANGI;KESEHATAN MASYARAKAT;S1;11,12359551;99;890;637.47;FALSE
UNIVERSITAS SILIWANGI;MANAJEMEN;S1;15,18175339;213;1403;647.14;FALSE
UNIVERSITAS SILIWANGI;MANAJEMEN MUTU HALAL;S1;#VALUE!;29;(Prodi Baru);630.88;FALSE
